review,sentiment
well hoping heard wrong film big fan ruggero deodato really want see slip unfortunately giallo styled supernatural load nonsense bad lead believe would pretty terrible plot work film attempt blend murder supernatural theme telephone feel forced silly furthermore plot make much sense ask point numerous time throughout movie plot focus young woman living apartment block terrorised telephone best thing movie undoubtedly presence beautiful english actress charlotte lewis unfortunately good point pretty much stop handful death scene gory incredibly stupid one see someone get killed coin stick especially respect overall really recommend anyone non deodato fan unlikely impressed deodato fan likely find film depressing avoid,0
okay grew loved doctor since tom baker christopher eccleston made love furious forever leaving br br writing grand acting superb directing dreadful old day fantastic skeptical programme watched merely forced huge fan love ringtone dalek screaming exterminate br br thing love new programme people actually notice rose billie piper disappears planet old show assistant would drop come home like nothing happened one noticed chris eccleston doc love rose romantic debated doubt love care companion destroy world save old show lacking often doctor care never saw assistant talk think like real people rose shown something outlandish new alien act like real person would gobsmacked never liked assistant old show never saw anything alien would fit right adapt instantly want see surprise rose face see plastic dummy come life give br br thing like series nearly everything happens earth london cardiff sort hoping world sort show eccleston left quickly really made show brilliant br br let thing go far enjoy series ever expected mind stuff set earth br br take show seriously fun smart entertaining super serious heavy duty show pure fun pure british get enough watch open mind put brain neutral enjoy br br p watch series later series brilliant first episode series good watch get love monster utter rubbish completely destroys show,1
voting option compelled use next available figure br br sad day bollywood type movie star cast actor nothing bunch juvenile acting awful script br br movie nowhere near called clone hitch salman khan usual take shirt theme govinda humorous laugh somebody told decade ago would writing comment salman success maine pyar kiya would written,0
bliep movie fiend better script nice movie done till end thought okay going back past part barf corny waiting fairy god mother appear wow happen good br br loved big tom hank see movie new form another kid wished older bigger pasé br br watch till come tv get wrong,0
want complete waste time pulling lint belly button cleaning wax ear grouting tile idea carnival thrill ride want miss one br br one thing forget vhs cover body movie look attractive ie indian girl someone else commented whoever posed cover girl agree cover exciting thing movie br br put perspective bought vhs cent k mart three minute second movie knew ripped br br finished watching pay cent might possibly conceivably hair chance scene turkey worth pinched loaf br br br br good grief fonda know hard role beneath,0
jack sawyer sayid swim boat find completely wasted desmond traumatic past experience sailing island disclosed flashback sayid plot plan jack surprise others case michael double crossing group john locke convinces desmond invade hatch protected mr eko press button computer see happen br br episode one best second season unfortunately lover lost see lack respect producer stunning series fan usa air date episode may therefore along period fan wait third season suspenseful situation jack group surrounded others finding truth michael death ana lucia libby john locked inside hatch without intention pushing button mr eko despair outside hatch hope fate lost better angel disappointing conclusion lack conclusion five season vote ten br br title brazil available,1
winter approach state owned broadcaster abc decided reason partial jane austen festival sunday night commenced twelve year old movie length version emma last sunday recent version three novel persuasion northanger abbey mansfield park come br br curious thing production e television network script ever reliable andrew davy appeared almost simultaneously two much bigger budget movie version one starring gwyneth paltrow clueless modernized version starring alicia silverstone transported plot beverly hill perhaps result even kate beckinsale lead production sank without trace br br general rule much lost novel shrunk fit feature movie length adaptation one tends enjoy remember adequate room develop story character outstanding example brideshead revisited minute episode back compare ordinary movie length version pride prejudice brilliant six part tv mini series novel filmed page page novel often good one adapt wonderfully film atonement recent example novel jane austen sort need time space exert full charm br br given shortcoming type adaptation production ok kate beckinsale give emma right mix self assuredness vulnerability mark strong forthright mr knightly reminded jane tended recycle character  knightly articulate version moody mr darcy p p samantha morton rather limp harriet prunella scale got blabbermouth miss bates perfectly  sybil fawlty speed bernard hepton emma feeble father also excellent saw damp countryside mud poverty well posh interior case anyone thought particularly idyllic age everybody br br even though condensed adaptation oddly slow place  conversation rather stilted even allowing formality time look film sure might due use reaction shot br br like filmed period stuff perfectly nice example compare well paltrow version anyway come,1
enjoyed every moment beautiful film intrigued female painter never heard set exploring life work afterwards could expected found film exactly historically accurate little astounded however negative comment film inaccuracy come guy film biography novel historical film distorts reality work art right film director fully entitled use element reality history create world artemisia wonderful film think brought many people including give negative comment explore life work fascinating artist,1
excellent documentry personally remember growing nyc early movie anyone around time period show one thing african american gay underclass felt solely love camadrie see real people real sadly still alive written ball still held extent nineteen eighty time gone forever good pre homo thug movie queen really proud extrovert goodbye storyville another era gone greatly documented hail film,1
personally film go top four time exception james cameron proved time time master storyteller film alien abyss terminator clear brilliant confidant director far action science fiction go see story add strange quality film titanic much different stroke brilliance film exceptionally moving allows room surprise plot development interesting character development story everyone know story famed voyager sinking maiden voyage legend challenge cameron make truthful interesting entertaining film acting wonderful leonardo dicaprio play jack kate winslet play rose became superstar overnight release film film get annoyed supporting character given lot film purposeful elderly rose gloria stuart tell story quickly apparent rose jack story alone one else emotionally entirely satisfying leave dry eye theater home music become iconic legendary composer james horner finest soundtrack ever evokes much film audience song long become annoying still appreciate phenomenon film one problem usual james cameron problem dialogue memorable bad way cheesy point aside james cameron delivered masterpiece romantic epic sweep away journey lifetime heart go one,1
read book open fresh interpretation director give medium film letter reproduction literature particular film happy holocaust occurred russia neighboring country finally received attention nazi particularly cruel russian russian jew read history see monument built smolensk nearby region understand movie many kept silent spoken br br certainly time chronicled hope story come high time,1
nice see julie andrew trying straight dramatic role something done awhile character judith wise try pas judy old refined manner tomboyish hairstyle yore andrew enacts grown actress would interpret frigid surprisingly bland drama set barbados involving omar sharif liveliest leading man around even hoping make andrew spy also slowly leading proverbial bedroom unmemorable outing camp value james bond like credit beginning cheesy hoot julie quiet contemplative much audience film blake edward pace freakin thing like funeral,0
robert downey jr th century wig dress enough make shudder believe great actor like sam neill actually took part movie whole thing unbelievable especially like merivel cure crazy dance hey presto everyone happy better guess like character merivel much therefore watching whole movie supposed transition whoring buffoon great physician grueling br br also entirely sure think plague well famous fire london took place simultaneously,0
excellent performance still good actor around also great directing photography true shakespear must shakespear fan macbeth jason connery moved tear final monolog brief candle gave sphere moral decay dark force human face make interesting helen baxendale credible lady macbeth cheerfull time sometimes look like naughty girl deadly taste blood evil love death decay shakespears lyric one,1
director movie must mentally ill even high accepted direct movie rather stare ceiling hour straight instead punished watch stupid movie parent make watch punishment watch director movie must mentally ill even high accepted direct movie rather stare ceiling hour straight instead punished watch stupid movie parent make watch punishment watch director movie must mentally ill even high accepted direct movie rather stare ceiling hour straight instead punished watch stupid movie parent make watch punishment watch,0
probably one film many commented undiscovered probably one masterpiece spanish cinema like buñuel master piece day could better visitation others film long time ago could midnight cowboy could also le amants du pont neuf realistic non spot look realistic trainspotting hard story place humour love obviously dramatic sense new social spanish cinema little diamond could resurrection italian neo realism mixed whit best ken loach film br br probably better film discover last year,1
recently friend discussing educational ethical influence growing versus today mentioned samuel taylor coleridge wrote rime ancient mariner u required recite part epic poem high school english literature course college friend said message even might called metaphysical within today context br br tried reciting remembered bit piece problem remembering dr seuss said get two copy poem could read easy enough extremely surprised find made film looked forward watching film see interpreted rime ancient mariner exactly light reading read poem watched film together br br considered film remarkable achievement especially considering made computer called ken burn effect special effect often began compensating lack substance particularly noteworthy th th century illustration culled lesser known artist willy pogany early hollywood designer br br film narrated sir michael redgrave taught poem schoolmaster adding tone authority credibility remaining true poem br br mastery layer subtle message conveyed without instructing becoming oppressive obvious morality tale found refreshing change today face clobber head mentality today morality message film two dimensional extreme violence murder mayhem mark bad bad really really bad good super hero human character lacked nuance rime ancient mariner celebration individual character appreciation celebrating richness life offer within larger context humanity e man capacity give others br br proud found unknown gem learned top award category five six time name international film festival another surprise learning film director raul dasilva recognized authority early animation authored six award winning book film br br film message relevant today coleridge penned original epic poem raul dasilva translated film still teaching high school five year grab one show student level richness naturally lead discussion big important issue u face whether today fact long humanity spiritual component br br highly recommended,1
love war simple feel good tv film viewed br br possible spoiler br br story wwii british soldier newby captured commando italian imprisoned former orphanage italian surrender ally commando freed attempt flee however german arrive commando captured newby injured remains large rest film recount hidden protected partisan survival br br end spoiler br br based true story love war refreshingly straightforward film half comedy half romance story simple unambiguous atmosfera warm sunny various stereotype desperately unorganized romantic italian serious stern looking german phlegmatic pragmatic british although unoriginal still humorous nicola piovani musical score also add mediterranean flavour br br although far tea mussolini la vita e bella love war sweet simple film put smile maybe even little tan face,1
real highlight movie death sniveling guy reaction surviving character br br every way film lame rip jaw lake placid alligator little bit godzilla thrown br br standard style horror movie two non starring female take clothes least female lead since obviously better agent br br whole movie surround filming really dumb extreme sport called blood surfing surfer cut surf shark infested water film giant salt water crocodile also happens area people get eaten movie end br br mind bad horror movie really hate dull bad horror movie definitely,0
started good sketch comedy first show good looking forward long run really funny mariah carey imitation take beverly hill featuring hair fight delta burke v william conrad heavy weight battle also good unfortunately following show went downhill relatively quickly writing became uninspired oh predictable show acquired cult following young tenure nothing fresh offered recurring skit boring one example gun family whatever called became weekly feature sketch funny begin let alone regular feature example quick promising start sudden fall,0
korine established talented impressive image maker promotional poster mister lonely include film impressive composition though one particular yet see promo material blue clad nun teasing dog stick surrounded green forest torrential rain pouring opening image film michael jackson lookalike diego luna riding small motorbike round track strangely compelling beautiful roy orbison mister lonely play soundtrack image unfold slow motion also funny terrific sequence character mime dance without music though radio sits like silent dog next middle paris street korine splice sound effect jump cut evoke feeling futility dogged liberation character dance routine br br first instance segment dealing nun also strangely poignant father umbrillo werner herzog autocratic priest fly nun drop food impoverished area nearby scene light hearted affecting herzog must deal stubbornly enthusiastic local wish make plane trip order see wife san francisco exchange develops herzog draw man confession sinned frequent infidelity cause wife left first place scene short sweet gain particular weight one learns improvised origin sinner played non actor set korine co filming adulterous way given real life lasting overwhelming guilt br br henceforth film hit miss succession intrinsically interesting moment add frivolous muddled narrative whereas gummo julien donkey boy maintain aesthetic emotional weight via coherent structural framework mister lonely feel like victim editing room ruthlessness scene cut film would otherwise painted fuller picture certain character due continuity error costume result doubt due absence shooting script korine tendency improvisation one deleted scene particular charlie chaplin denis lavant madonna melita morgan sex would added much emotional conflict scene later film spoil deflate feeling warmth celebration half succeeds br br two strand narrative unconnected literally best approached two entirely different story allegorical meaning one compliment vice versa something conflict one ambition reality current situation enough herzog scene merit place film connection two allegorically connected thread inevitably strained inclusion retrospect tedious br br ambitious step forward julien donkey boy suffers mostly least lookalike segment far many character film running length flaw would even worse big star name played everyone originally planned br br many imagery self contained beauty moment real genuine connection soundtrack feel like much suited art installation photo exhibition exploration mimesis nature impersonation lose none power indeed would perhaps impressive loneliness attached iconic performativity encountered icon aspire like well captured image wherein marilyn monroe gorgeous samantha morton seduces camera seven year itch pose middle forest sammy davis jr jason pennycooke settle post dance rehearsal back camera overlooking incredible tranquil lake br br moment like title randomly chosen michael jackson song crawl across scene married one another film narrative far less affecting br br see lost faith egg singing scene late know scene mean stick like sore thumb sort gimmicky attempt new cinematic language korine previously hailed,0
exactly good thing said fantasy mentioned previous reviewer well br br bo derek extraordinary poetry inspiring beauty shot movie give even catherine zeta jones run money high compliment indeed nudity brief discreet looking face enough br br b greek island setting sun crystal clear blue water br br story dialogue abysmal time unintentionally funny touched woman peter hooten character slimy jerk bo overplays naivete character work dialogue bad unfair blame actor fact kept saying name damir almost every sentence major irritation oh although film set greek island hardly greek word heard apparently everyone kid old people speaks english whole time,0
movie schlock despite lo fi production link troma production dark fable adult exploitation theme sugar cooky one wonder cast fallen prey said theme weird movie enticing visuals shadow contrast prominent definitely worth look especially fan warhol stylish decadence cruelty wickedness moral albeit twisted gleamed,1
wow believe first one post comment great movie br br although movie seemed interesting enough real thing attracted one matt lillard granted people probably either think caffeine happy plain suck age generation watched guy many time one favorite one movie big shot main star kind like slc punk another great lillard film br br baiscally storywise usual heist movie twist anything start amount craziness also notable movie another great actor named vincent onofrio appreciated person film industry woman movie newcomer bad although know hired mainly accent nude scene br br game jack v jill v bob want reap reward share one try get eachother kill timebomb waiting explode matt show true prowess scheming jack initially start whole scheme vincent woman play couple art thief need money due lack business vince character bit deranged skitz throughout movie add intensity film br br surprise left right well welcomed ending non cliche make feel happy well maybe depends type ending like movie kept interested besides fact matt great movie highly recommend anyone like movie critic probably like movie watch movie cause like movie anyway,1
tighter drama better film sister rivalry little gem mainly promoted comedy upon release sweden glad find whole case funny bit small town bickering enjoy surely drama take center stage story progress family drama also raise poignant question respecting difference people lifestyle choice br br great character ensemble many superb moving dramatic scene score credibility point scattershot hold everything place make assume ingmar bergman made drama would suit international attention probably would immediate br br ozjeppe,1
reason call teen flick possible point would put somewhere teen predictable acting horrible especially minor role else super predictable ending hokey left early maybe would passed way could call male lead pervert bet really happened someone school district would said finally school grew even though average class student could picked chump like josie fraud would singled crowd final word save time come tv watch something better like stock quote,0
thanks bbc show used suffer inferiority complex hated leaving house talking new people overwhelming sense people hated however watching one episode non blonde fortune started change episode started applying new job wearing fashionable clothes actually felt talented series finished running sale department work banging plethora woman frequently karaoke competition local ever confidence crisis know turn take trip poundland pick dvd p,0
need say much good documentary truly amazing piece true narrative story simple enough white senior citizen tourist murdered young black man florida boy arrested mistreated put trial public defender family side enthralling public defender joy watch human way help pull triumph justice ending fulfills could expected true story br br shame people seen documentary hopefully find way watch interested race relation united state actual working law enforcement legal process well worth time effort find documentary give,1
teen agers go old deserted farm house left one dead grandfather unaware several murder decade earlier grandfather made pact devil good harvest guy thought something better sell soul man grandson friend set next sacrifice reason never explained stereotypical teenage son girlfriend black guy white girlfriend two lesbian battle three killer scarecrow tricked like nearly fun sound mostly lot chit chat ball kicking dope smoking lead actor complaining never knowing parent camera work atrocious shaky maybe done hand held camcorder scene maybe good thing since scarecrow look like came kid birthday party apparently could hire two people play three scarecrow best movie seen low budget independent horror movie one pathetic cast crew seems made bunch people knew never acted intention acting thousand dollar believe movie cost make weekend free time hand even lesbian skinny dipping scene lame br br think amusing also writing sequel film one even bothered adding imdb br br rate highly skinny dipping scene matter lame may,0
year old daughter asked watch movie cable tv someone saw revenge nerd movie theater found movie extremely predictable remake nerd simply replaced dork drove crazy able predict precisely would happen scene cast cute especially amanda bynes br br screenwriter chad creasey ashamed writing obvious remake early flick title simply revenge dork perhaps sequel revenge dork,0
three horror story based member transgressive hindu cult return home changed way first story former cult member insane asylum visited reported want find went cult somewhat slow going story told flashback two sit chair face reporter particularly interested lead death participant seemed rather boring suddenly turn exciting surprising twist story thing get quite bloody br br second story violent young criminal visiting psychiatrist mandatory therapy patient seems type agenda psychiatrist task thing slow bit get weird strange twist story well written surprising br br final story deal spiritual healer claim able remove person illness hand one patient former cult member successful healing get complicated surprised twist pretty gory scene br br nice female full frontal nudity well male full frontal nudity reason found story well written director succeeds entirely setting story surprising twist gory aftermath br br note review german dvd,1
mickey rourke enjoying renaissance moment fair play always liked image acting ability fare angel heart johnny handsome know going get rourke mean moody dirty film give much want br br first foremost whole thing make sense rourke hardened ira killer killing bus load schoolchildren flees ireland london run cop army comrade also vowed never kill look like bus full kid finally br br however get london tracked local mobster bates looking like eyebrow hair came straight burton dummy kill main competitor turn £ boat trip u rourke reluctantly agrees seen priest hoskins confesses crime confessional order keep priest mouth shut figure better killing br br wealth thing arise add pick rourke competition illustrated scene whereby employee pinned wall couple heavy look like awl london guy tough enough anyway killing mobster get guy follow rourke witness killing eye guy simply kill competitor save hassle dealing rourke hoskins see murder take place police let go without protection may add take confession way rourke hang around church right next carried murder immediately crime take place go confession cop checking place rourke hang around church hoskin blind niece particular day afterwards without anybody bothering run stay put place committed another murder stupid cop actually meet rourke church fixing organ idea know run school bus bombing even check get rourke kill tell wait around day get boat think want get rid immediately kill one bates brother suddenly decide rape blind niece midst waiting could restrain day least rourke safely offed state ridiculous rourke suddenly inner turmoil year killing win blind niece immediately even know killer still love utterly ludicrous besides fall love record time day whole bomb thing end plain silly bates point view thing happen part film make sense simply help storyline say jest along bates house rourke whorehouse boat ready sail rourke suddenly display moral high ground respect whore house yet bed blind girl rourke asks henchman boat bates henchman practically spurt entire movement bos less second embarrassing guy telling rourke far even asked hoskin priest ex army guy see beat three henchman behind pub totally uncalled yet another cringe worthy scene br br gonna stop unlucky without mentioning rourke hair falsely red laughable accent fair bad sometimes deteriorates barely heard mumble time clothes walk look heaven etc mention music choppy editing style br br oooppps mentioned br br overall disaster film obvious religious imagery thrown rourke cross preaching pulpit would embarrass first year film student never mind top star director br br,0
think charlotte gainsbourg one best performer world understand people say boring maybe one said boring boring great actress movie excellent lot wonderful idea good performer direction great imaging french environment sophistication perfume flower church problem etc go sister shop simply amazing everything great good actress wonderful long time alain chabat bernadette lafont perfect like next movie la science de rêves eric lartigau good work br br ana,1
saw dvd apartment paris exchange program laughed hard cuz much going movie happened u mean yeah sure pretty clichéd still true know saying br br think related quiet guy italian xavier observer group anyway wish hot roommate like cecile de france seems like cool chick movie real saw hosting cannes festival last month br br thinking wanna go barcelona next summer seeing movie gotta check sequel came france,1
switched cable whim treated quite surprise although predictable film turned quite enjoyable big star well directed plain fun hyped crap nice get unexpected surprise little film fit bill nicely,1
know original hey else said feel unutterably silly paying attention hell came movie make important political social issue fallout atmospheric atomic test seem matter joking dismissal concern alarm raised scientist world time,0
movie shameful result happens br br written directed produced idiot b rushed production satiate poker stu ungar craze br br story beginning uneven vidmer spends much time ungar childhood enough legendary tale counting card blackjack escapade roll money id also leaf mention poker great chip reese brunson etc movie complete mess beginning end br br want complete accurate account read book one kind thought movie good read book change mind,0
julien hernandez certainly attractive likable screen persona fact character pretty much carry whole film worthwhile problem exception gal pal played marisa petroro paul lekakis trick date boyfriend character one else even come close hernandez play something director cuban heritage unknown sexuality come l get job making gay documentary process meeting group gay people finding subject come l w l even minute film obviously stretched padded various film school device end pointlessly interrupting narrative much begin pointing overall amateurish ness film making br br shame love story somewhere final three minute hernandez sebastien finally click wealthy west hollywood party thrower nicely underplayed lonnie henderson share sexy soulful kiss work despite came really care character situation would handsome dante eurotrash priss boyfriend even get started sebastien friend paulie rule dating gay man know hell sane person period would put constriction others please tell sebastien get peeled banana normally fairly shmushy right stuck butt go doctor get removed br br noticed hernandez award film short probably stayed way said look forward seeing hernandez screen better scripted comedy assured direction,0
think time seagal go quietly night seen make direct video release last year look like early smash hit comparison br br secret bio lab making new kind drug jack human adrenaline system point become psychopathic killer something somehow seagal supposed stop infection end world something seagal also went hit squad like jellybeans every time look commanding new face kinda got hard follow character development well know steven athsma prevent yelling top lung even constantly dubbed people sound nothing like usually film plot action sequence save total waste time even close like said horror movie lot blood shank stabbing rather straight fighting problem really scary seagal looked completely place infected people supposed speed light movement yet year old lb seagal killed singlehandedly guess lone highlight movie first minute new recruit ask seagal come strip club br br,0
animation buff must even general audience enjoy cameraman revenge early example pixilation hard working pioneer wladyslaw starewicz starewicz helper painstakingly manipulated cast flexible insect figure tell story paving way like willis brien george pal ray harryhausen legion modern digital effect creator br br cameraman revenge minute long pack lot amusing detail story follows amorous adventure two beetle home nightclub hotel cinema eventually prison cell two brief dance number nightclub performed frog dragonfly scuffle beetle grasshopper large scale donnybrook cinema end projector bursting flame pretty elaborate going even john bray winsor maccay getting started walt disney still grade school br br interesting note impact alteration silent movie title card story told seen two version film offered two video company watched back back although image content almost identical two different set intertitles tell two different story plot outline someone provided tell yet third story suggests another version somewhere british film institute print rhyming intertitles tell story two sibling beetle secretly married hide information one another order inherit late father fortune russian print tell simpler story married beetle guilty infidelity russian version mr beetle visit girlfriend gay dragonfly nightclub english version brother bill beetle visit wife music hall personally prefer straightforward spicier russian story bfi version try cram much plot simple tale rhyme bit awkward br br still rendition cameraman revenge delightful film would make ideal lead great animated work feature beetle yellow submarine,1
want much believe quote specifically english subtitle translation actually written spoken rejection letter publisher sends protagonist meant self referential tongue cheek manner director leo carax apparently neglected inform actor true nature film dreadfully earnest portrayal conclude carax actually take seriously else much disdain everyone especially viewing audience bothered letting anyone joke br br auteur able get away making oblique bizarre film élan unique personal style e g david lynch alejandro jodorowsky others use subtler approach still weaving surreal element fabric story e g krzysztof kieslowski david cronenberg later less bizarre work pola x carax throw disjointed mess viewer dare find fault well pacing erratic choppy particular continuity often dispensed superfluous character abound e g gypsy mother child performance overwrought lighting often poor particularly oft discussed sex scene unconnected scene thrust film discernible reason list go br br completely negative noted uplifting exception liked musical score even cacophonous industrial techno music played sprawling abandoned complex main character retreat second half film perhaps reference andy warhol factory much photography countryside beautiful obvious attempt contrast grimy city setting even well middle age cathering deneuve show still performance also one among major character sink bathos br br earlier time would regard film pola x charitably experimentation admirable even experiment work carax try nothing new film pastiche element borrowed countless earlier film several decade movie viewing literally thousand film later simply longer patience kind unoriginal poorly crafted tripe early moment st century one left asking exception jean pierre jeunet director france know make watchable movie anymore rating,0
slasher around time cheesy rip offs older movie brain well done script reminded videodrome cheesy way said acting go effect make laugh called brain really turkey blood never shown opening sequence make movie worth watching hallucination really nicely done reminded nightmare elm street remember telephone coming alive keep watching flick waiting happening next viewable freak cause gore said blood neither nudity pervert seen worser movie one wished made bloodier,0
real weirdo start another take psycho shower scene campus get crazier several coeds doofy boyfriend head south spring break trouble start drive redneck county ruled homicidal sheriff dean one college cuties wanders wood witness murder sheriff head blown open let rip macon county line time dean stalk trap slaughter witless witness one one tony march target evil shotgun happy dean movie overall tone truly disturbing ending abrupt almost think director ran film also study despair shallow grave must misanthrope misogynist nihilist world,1
movie incredible would recommend anyone much better already anticipated definitely heart wrenching spectacular movie amazing story amazing actor creator definitely another great movie denzel washington surprise anyone derek luke wonderful job well,1
mature intelligent highly charged melodrama unbelivebly filmed china wei wei stunning performance catylast love triangle simply stunning oppurunity see magnificent film take,1
sir played lear time tonight remember opening line sitting mirror eye reflect king madness dresser prompt gently mouthing word air desperation men great actor knowing power slipping away valet cum major domo cum conscience cum surrogate wife aware bos decline madness knowing powerless ease passing dresser really love story two year become mutually dependent one another extent neither conceive future without set second world war concern fortune frankly second rate touring shakespearean company comprising equal number beens wannabe led sir theatrical knight might kindly called old school whatever part playing grab centre stage bellow footlights bullying audience applause somewhere inside buried time deep beneath ham regularly dish still remains occasional glitter earlier greatness catch glimpse audience fervently hope mr finney cleverly concentrate ham often point caricature ready dismiss performance mere hyperbole bluster produce moment exquisite subtlety vulnerability make realise great actor playing great actor go mr courtenay easy write portrayal br br norman exercise stereotyping middle aged effeminate rather camp theatrical dresser sashaying way life enjoying company girl loving wicked insider gossip rife theatre strongly suspect still many men like norman profession infinitely kind patient knowing play many actor run backstage wisdom affection believe vast majority would hoot approving laughter mr courtenay portrait saw dresser london stage perceived wisdom mr courtenay norman rather subdued movie sir played great mr freddie jones huge acclaim audience memorable performance overshadowed mr courtenay reducing rather also ran opposed actor level billing idea sir norman might almost incomplete without went right window norman reduced puppet sure ronald harwood intended made breathtaking theatre messrs finney courtenay redress balance movie restoring equality relationship men come long way since early appearance british new wave picture became darling vaguely leftish middle class ashamed movement british cinema virtually committed hari kiri quietly concentrated theatre apart role keep wolf door renaissance substantial movie appeared blinking unaccustomed bright light br br dresser marked return still fizzing energy talent shouting world large still big movie assuredly great one,1
watched film twice think quite good limited equipment used create film filmed dr heyerdahl explains theory migration south american pre colubian indian polynesia island way raft fell large balsa tree documentary follows dr heyerdahl crew select balsa tree equidor float river pacific assembly peru launch day sea adventure testing strength primitive raft surviving mean available native era see real adventure,1
project ii classic jackie chan movie kung fu crazy stunt slapstick humor expect good prequel still great movie want something fun watch story simple jackie chan versus evil men want movie braniac understand would suggest one,1
terry gilliam david people teamed create one intelligent creative science fiction movie people proved screenplay bizarre twist fantastic idea nature time  especially love idea one change past nice counterpoint many time travelling movie say otherwise  biological holocaust thin line sanity madness gilliam visualized idea unique quirkiness perfection originality br br story engaging one man james cole played bruce willis heart warming performance travel several decade past retrieve information virus wiped mankind left survivor alive living underground information collect scientist hope find cure everyone future return surface time travelling technology perfect end sent towards different past complicating thing brilliant science fiction thriller shade film noir ensues multiple piece huge jigsaw start fitting together form bizarre narrative involving animal right activist end millennium paranoia biological weapon perception reality definition sanity complex movie easy gilliam people create mess instead twelve monkey thought provoking narrative please like challenged patience appreciate crazy idea br br watched movie around year ago marked lot remember still thinking many day ward young mind seemed quite mind blowing one first movie make appreciate cinema something serious important watched movie day ago dvd better remembered brad pitt still steal scene playing jeffrey goines  almost prelude tyler durden character fight club  rich kid anarchist non conformist idea also crazy according cole perhaps responsible virus scene jeffrey cole madhouse best movie pitt eye voice quirky mannerism convince really crazy guy locked warped logic understands pitt oscar nomination well deserved surprising also bruce willis performance remember well beautiful full sensibility play man spent almost life underground come past share childish fascination something simple breathing fresh air morning watching sun go cole rather ambiguous character people tried imbue darkness disturbing thing people scene remove teeth reveals far dementia gone unchecked ironically cole start crazy character start warning everyone end world considered mad convinced mind arrives point distinguish past future reality fiction willis spends lot time looking confused insecure work perfectly one fun twist narrative cole shrink dr kathryn railly find undeniable proof really future convince mission save world screenplay full weird twist like keep movie fast pace relationship also well handed although perhaps bit compressed time sake enjoyed watching cole railly falling love trying escape authority future live peaceful life past thing end tragic bittersweet climax airport wrapping piece together blow many mind away br br two great ending movie twist sense seen fight club intimate ending railly crouching next cole shot looking around younger james cole witnessing future self die two share brief look smile twist brilliant prefer ending emotional impact madeleine stowe good playing dr railly drew many different emotion performance movie filled sense fatalism idea past changed movie show terrifying way reminds chinatown sense way jake gittes mess everything try help railly character share fatalism try help cole  first dealing madness helping mission  sucked tragedy br br twist end hopeful note though feeling cole mission vain twelve monkey great movie watch one want entertained supposed art although artist many artistic movie unpretentious movie element music editing costume design etc came together beautifully produce modern cinema masterpiece,1
soul calibur solid ever new character creation bad as chronicle sword mode home version br br arcade version complete even though character roster smaller home version version definitely pretty two eliminating goofy unrealistic fighting style found home version way disappointed home version perhaps thought much might find much likable straight forward game soul calibur arcade think take become legend,1
seemed much appropriate title suicidal underling decided watch masterpiece modern bullshit br br erotic scary suspenseful well thought thing film fails br br however incredibly funny slow sound effect bad dubbing add make one greatest comedy seen recent year yet film even try funny one movie grand achievement becomes comedy without even attempting amuse br br throughout film old guy look amazingly like santa claus go around ploughing zombie smashing vampire ground made fail believe film title vampire v zombie vampire zombie fighting oh well whatever besides flaw rental title one virus sweeping america creating zombie like being go around acting lot like average tourist yet four zombie entire film another problem besides one shop everywhere deserted surely see zombie roaming wood background bit fact believe drove around circle forest since high enough budget film wider location director want waste precious time filming different area wood busy sitting trailer jerking bothered trivial matter br br fact director much fun enough time hire big enough cast even editor told eight member cast dress different people try act inconspicuous whilst assume changed name began randomly snipping film reel editing hard job anyway right reason movie found way bag somehow got confused freddy v jason strange thing happen way made though night strapping gas mask bolting skull avoid stink nauseating mess br br oh yes laugh end sure one lot lost sanity,0
movie funny mindless funny enjoy movie completely perception film like go enjoy side joke pun involved film still find bit start funny say want beer cock funny stuff make film decent fact try hard create serious spin film many comedy try serious aspect believe different focus funny must say though yasmin bleeth terrible film add nothing main guy coop remer squeak funny watch make film great watch,1
pretty simplistic romance girl find boy girl love boy girl loses boy girl find boy colleen moore outstanding ingredient recipe delivering wonderfully varied dramatic romantic performance well deserving oscar nom equally fine aerial combat special effect br br moore play french girl whose mother turned field british aerial squadron wwi daughter regiment loved little sister mix come fill downed flyer gary cooper first hate love entire squadron sent suicide mission cooper return crash village red cross unit remove moore search told hospital dead wanders street call hospital window reunited br br nice little romance hardly recommended fan m moore mr cooper,0
original le visiteurs original hilarious interesting balanced near perfect lv must candidate worst first sequel really good film lv everyone keep shouting gag work first repeated another time vague hope eventually become funny lv horrible parody lv except course parody inventive loved lv see film see lv,0
movie two brother supposed alike way expect smart one surgeon able write computer code genius like call sound exaggerated compare personal characteristic perceive material title br br honestly like style movie believe anxiety confusion deep blue brings purpose get much movie cheap scene tell story basically human aspect give comic book like experience however visually numbing viewer somehow brings inside blue brief dialog monotonic scene dynamic cut music abrupt noise br br movie storyline simple going dramatically pictured long minute mostly confusing delirium simulating effect drug use dynamic cut br br say openly movie meet expetations tiny bit,0
